atracao_id,dia_semana_id,horario,aberto
141,2,06:00 a 18:00,1
141,3,06:00 a 18:00,1
141,4,06:00 a 18:00,1
141,5,06:00 a 18:00,1
141,6,06:00 a 19:00,1
141,0,06:00 a 18:00,1
141,1,06:00 a 18:00,1
142,2,17:00 a 22:00,1
142,3,17:00 a 22:00,1
142,4,17:00 a 22:00,1
142,5,12:00 a 22:00,1
142,6,12:00 a 22:00,1
142,0,17:00 a 22:00,1
142,1,17:00 a 22:00,1
143,2,06:00 a 18:00,1
143,3,06:00 a 18:00,1
143,4,06:00 a 18:00,1
143,5,06:00 a 18:00,1
143,6,06:00 a 18:00,1
143,0,06:00 a 18:00,1
143,1,06:00 a 18:00,1
144,2,08:00 a 16:00,1
144,3,08:00 a 16:00,1
144,4,08:00 a 16:00,1
144,5,08:00 a 16:00,1
144,6,08:00 a 16:00,1
144,0,Fechado,0
144,1,Fechado,0
145,2,06:00 a 17:00,1
145,3,06:00 a 17:00,1
145,4,06:00 a 17:00,1
145,5,06:00 a 17:00,1
145,6,06:00 a 17:00,1
145,0,06:00 a 17:00,1
145,1,06:00 a 17:00,1
146,2,06:00 a 22:00,1
146,3,06:00 a 22:00,1
146,4,06:00 a 22:00,1
146,5,06:00 a 22:00,1
146,6,06:00 a 22:00,1
146,0,06:00 a 22:00,1
146,1,06:00 a 22:00,1
147,2,09:00 a 16:00,1
147,3,09:00 a 16:00,1
147,4,09:00 a 16:00,1
147,5,09:00 a 16:00,1
147,6,09:00 a 16:00,1
147,0,Fechado,0
147,1,09:00 a 16:00,1
148,2,06:00 a 18:00,1
148,3,06:00 a 18:00,1
148,4,06:00 a 18:00,1
148,5,06:00 a 18:00,1
148,6,06:00 a 18:00,1
148,0,06:00 a 18:00,1
148,1,06:00 a 18:00,1
149,2,06:00 a 18:00,1
149,3,06:00 a 18:00,1
149,4,06:00 a 18:00,1
149,5,06:00 a 18:00,1
149,6,06:00 a 18:00,1
149,0,06:00 a 18:00,1
149,1,06:00 a 18:00,1
150,2,07:00 a 17:00,1
150,3,07:00 a 17:00,1
150,4,07:00 a 17:00,1
150,5,07:00 a 17:00,1
150,6,07:00 a 17:00,1
150,0,Fechado,0
150,1,07:00 a 17:00,1
151,2,05:30 a 20:00,1
151,3,05:30 a 20:00,1
151,4,05:30 a 20:00,1
151,5,05:30 a 20:00,1
151,6,05:30 a 20:00,1
151,0,05:30 a 20:00,1
151,1,05:30 a 20:00,1
152,2,09:00 a 16:00,1
152,3,09:00 a 16:00,1
152,4,09:00 a 16:00,1
152,5,09:00 a 16:00,1
152,6,09:00 a 16:00,1
152,0,09:00 a 16:00,1
152,1,09:00 a 16:00,1
153,2,06:00 a 18:00,1
153,3,06:00 a 18:00,1
153,4,06:00 a 18:00,1
153,5,06:00 a 18:00,1
153,6,06:00 a 18:00,1
153,0,06:00 a 18:00,1
153,1,06:00 a 18:00,1
154,2,09:00 a 17:00,1
154,3,09:00 a 17:00,1
154,4,09:00 a 17:00,1
154,5,09:00 a 17:00,1
154,6,09:00 a 17:00,1
154,0,Fechado,0
154,1,09:00 a 17:00,1
156,2,06:00 a 18:00,1
156,3,06:00 a 18:00,1
156,4,06:00 a 18:00,1
156,5,06:00 a 18:00,1
156,6,06:00 a 18:00,1
156,0,06:00 a 18:00,1
156,1,06:00 a 18:00,1
157,2,Atendimento 24 horas,1
157,3,Atendimento 24 horas,1
157,4,Atendimento 24 horas,1
157,5,Atendimento 24 horas,1
157,6,Atendimento 24 horas,1
157,0,Atendimento 24 horas,1
157,1,Atendimento 24 horas,1
158,2,05:30 a 19:00,1
158,3,05:30 a 19:00,1
158,4,05:30 a 19:00,1
158,5,05:30 a 19:00,1
158,6,05:30 a 19:00,1
158,0,05:30 a 19:00,1
158,1,05:30 a 19:00,1
159,2,Atendimento 24 horas,1
159,3,Atendimento 24 horas,1
159,4,Atendimento 24 horas,1
159,5,Atendimento 24 horas,1
159,6,Atendimento 24 horas,1
159,0,Atendimento 24 horas,1
159,1,Atendimento 24 horas,1
160,2,07:00 a 18:00,1
160,3,07:00 a 18:00,1
160,4,07:00 a 18:00,1
160,5,07:00 a 18:00,1
160,6,07:00 a 18:00,1
160,0,07:00 a 18:00,1
160,1,07:00 a 18:00,1
161,2,07:00 a 17:00,1
161,3,07:00 a 17:00,1
161,4,07:00 a 17:00,1
161,5,07:00 a 17:00,1
161,6,07:00 a 17:00,1
161,0,Fechado,0
161,1,07:00 a 17:00,1
162,2,09:00 a 16:00,1
162,3,09:00 a 16:00,1
162,4,09:00 a 16:00,1
162,5,09:00 a 16:00,1
162,6,Fechado,0
162,0,09:00 a 16:00,1
162,1,09:00 a 16:00,1
163,2,07:00 a 17:00,1
163,3,07:00 a 17:00,1
163,4,07:00 a 17:00,1
163,5,07:00 a 17:00,1
163,6,07:00 a 17:00,1
163,0,Fechado,0
163,1,07:00 a 17:00,1
167,2,07:00 a 18:00,1
167,3,07:00 a 18:00,1
167,4,07:00 a 18:00,1
167,5,07:00 a 18:00,1
167,6,07:00 a 18:00,1
167,0,07:00 a 18:00,1
167,1,07:00 a 18:00,1
168,2,08:00 a 17:00,1
168,3,08:00 a 17:00,1
168,4,08:00 a 17:00,1
168,5,08:00 a 17:00,1
168,6,08:00 a 17:00,1
168,0,Fechado,0
168,1,08:00 a 17:00,1
169,2,06:00 a 20:00,1
169,3,06:00 a 20:00,1
169,4,06:00 a 20:00,1
169,5,06:00 a 20:00,1
169,6,06:00 a 20:00,1
169,0,06:00 a 20:00,1
169,1,06:00 a 20:00,1
170,2,06:00 a 22:00,1
170,3,06:00 a 22:00,1
170,4,06:00 a 22:00,1
170,5,06:00 a 22:00,1
170,6,06:00 a 22:00,1
170,0,06:00 a 22:00,1
170,1,06:00 a 22:00,1
171,2,09:00 a 17:00,1
171,3,09:00 a 17:00,1
171,4,09:00 a 17:00,1
171,5,09:00 a 17:00,1
171,6,09:00 a 17:00,1
171,0,Fechado,0
171,1,09:00 a 17:00,1
172,2,08:00 a 17:00,1
172,3,08:00 a 17:00,1
172,4,08:00 a 17:00,1
172,5,08:00 a 17:00,1
172,6,08:00 a 17:00,1
172,0,Fechado,0
172,1,08:00 a 17:00,1
173,2,06:00 a 18:00,1
173,3,06:00 a 18:00,1
173,4,06:00 a 18:00,1
173,5,06:00 a 18:00,1
173,6,06:00 a 18:00,1
173,0,06:00 a 18:00,1
173,1,06:00 a 18:00,1
174,2,08:00 a 17:00,1
174,3,08:00 a 17:00,1
174,4,08:00 a 17:00,1
174,5,08:00 a 17:00,1
174,6,08:00 a 17:00,1
174,0,Fechado,0
174,1,08:00 a 17:00,1
175,2,06:00 a 18:00,1
175,3,06:00 a 18:00,1
175,4,06:00 a 18:00,1
175,5,06:00 a 18:00,1
175,6,06:00 a 18:00,1
175,0,06:00 a 18:00,1
175,1,06:00 a 18:00,1
176,2,Atendimento 24 horas,1
176,3,Atendimento 24 horas,1
176,4,Atendimento 24 horas,1
176,5,Atendimento 24 horas,1
176,6,Atendimento 24 horas,1
176,0,Atendimento 24 horas,1
176,1,Atendimento 24 horas,1
177,2,Atendimento 24 horas,1
177,3,Atendimento 24 horas,1
177,4,Atendimento 24 horas,1
177,5,Atendimento 24 horas,1
177,6,Atendimento 24 horas,1
177,0,Atendimento 24 horas,1
177,1,Atendimento 24 horas,1
178,2,06:00 a 18:00,1
178,3,06:00 a 18:00,1
178,4,06:00 a 18:00,1
178,5,06:00 a 18:00,1
178,6,06:00 a 18:00,1
178,0,06:00 a 18:00,1
178,1,06:00 a 18:00,1
179,2,08:00 a 17:00,1
179,3,08:00 a 17:00,1
179,4,08:00 a 17:00,1
179,5,08:00 a 17:00,1
179,6,08:00 a 17:00,1
179,0,Fechado,0
179,1,08:00 a 17:00,1
180,2,09:00 a 12:00,1
180,3,09:00 a 12:00,1
180,4,09:00 a 12:00,1
180,5,Fechado,0
180,6,Fechado,0
180,0,09:00 a 12:00,1
180,1,09:00 a 12:00,1
181,2,06:00 a 18:00,1
181,3,06:00 a 18:00,1
181,4,06:00 a 18:00,1
181,5,06:00 a 18:00,1
181,6,06:00 a 18:00,1
181,0,06:00 a 18:00,1
181,1,06:00 a 18:00,1
183,2,07:00 a 18:00,1
183,3,07:00 a 18:00,1
183,4,07:00 a 18:00,1
183,5,07:00 a 18:00,1
183,6,07:00 a 18:00,1
183,0,07:00 a 18:00,1
183,1,07:00 a 18:00,1
184,2,08:00 a 18:00,1
184,3,08:00 a 18:00,1
184,4,08:00 a 18:00,1
184,5,08:00 a 18:00,1
184,6,08:00 a 18:00,1
184,0,Fechado,0
184,1,08:00 a 18:00,1
185,2,07:00 a 18:00,1
185,3,07:00 a 18:00,1
185,4,07:00 a 18:00,1
185,5,07:00 a 18:00,1
185,6,07:00 a 18:00,1
185,0,07:00 a 18:00,1
185,1,07:00 a 18:00,1
186,2,06:00 a 18:00,1
186,3,06:00 a 18:00,1
186,4,06:00 a 18:00,1
186,5,06:00 a 18:00,1
186,6,06:00 a 18:00,1
186,0,06:00 a 18:00,1
186,1,06:00 a 18:00,1
187,2,09:00 a 17:00,1
187,3,09:00 a 17:00,1
187,4,09:00 a 17:00,1
187,5,09:00 a 17:00,1
187,6,09:00 a 17:00,1
187,0,Fechado,0
187,1,Fechado,0
188,2,05:00 a 00:00,1
188,3,05:00 a 00:00,1
188,4,05:00 a 00:00,1
188,5,05:00 a 00:00,1
188,6,05:00 a 00:00,1
188,0,05:00 a 00:00,1
188,1,05:00 a 00:00,1
189,2,05:30 a 18:00,1
189,3,05:30 a 18:00,1
189,4,05:30 a 18:00,1
189,5,05:30 a 18:00,1
189,6,05:30 a 18:00,1
189,0,05:30 a 18:00,1
189,1,05:30 a 18:00,1
190,2,08:00 a 17:00,1
190,3,08:00 a 17:00,1
190,4,08:00 a 17:00,1
190,5,08:00 a 17:00,1
190,6,08:00 a 17:00,1
190,0,Fechado,0
190,1,08:00 a 17:00,1
193,2,06:00 a 18:00,1
193,3,06:00 a 18:00,1
193,4,06:00 a 18:00,1
193,5,06:00 a 18:00,1
193,6,06:00 a 18:00,1
193,0,06:00 a 18:00,1
193,1,06:00 a 18:00,1
194,2,08:00 a 14:00,1
194,3,08:00 a 14:00,1
194,4,08:00 a 14:00,1
194,5,08:00 a 14:00,1
194,6,08:00 a 14:00,1
194,0,Fechado,0
194,1,Fechado,0
196,2,06:00 a 19:00,1
196,3,06:00 a 19:00,1
196,4,06:00 a 19:00,1
196,5,06:00 a 19:00,1
196,6,06:00 a 19:00,1
196,0,06:00 a 19:00,1
196,1,06:00 a 19:00,1
198,2,06:00 a 18:00,1
198,3,06:00 a 18:00,1
198,4,06:00 a 18:00,1
198,5,06:00 a 18:00,1
198,6,06:00 a 18:00,1
198,0,06:00 a 18:00,1
198,1,06:00 a 18:00,1
199,2,07:00 a 19:00,1
199,3,07:00 a 19:00,1
199,4,07:00 a 19:00,1
199,5,07:00 a 19:00,1
199,6,07:00 a 19:00,1
199,0,07:00 a 19:00,1
199,1,07:00 a 19:00,1
200,2,06:00 a 18:00,1
200,3,06:00 a 18:00,1
200,4,06:00 a 18:00,1
200,5,06:00 a 18:00,1
200,6,06:00 a 18:00,1
200,0,06:00 a 18:00,1
200,1,06:00 a 18:00,1
202,2,08:00 a 17:00,1
202,3,08:00 a 17:00,1
202,4,08:00 a 17:00,1
202,5,08:00 a 17:00,1
202,6,08:00 a 17:00,1
202,0,Fechado,0
202,1,08:00 a 17:00,1
203,2,06:00 a 18:00,1
203,3,06:00 a 18:00,1
203,4,06:00 a 18:00,1
203,5,06:00 a 18:00,1
203,6,06:00 a 18:00,1
203,0,06:00 a 18:00,1
203,1,06:00 a 18:00,1
204,2,05:00 a 20:00,1
204,3,05:00 a 20:00,1
204,4,05:00 a 20:00,1
204,5,05:00 a 20:00,1
204,6,05:00 a 20:00,1
204,0,05:00 a 20:00,1
204,1,05:00 a 20:00,1
205,2,06:00 a 18:00,1
205,3,06:00 a 18:00,1
205,4,06:00 a 18:00,1
205,5,06:00 a 18:00,1
205,6,06:00 a 18:00,1
205,0,06:00 a 18:00,1
205,1,06:00 a 18:00,1
207,2,20:00 a 02:00,1
207,3,20:00 a 02:00,1
207,4,20:00 a 02:00,1
207,5,"14:00 a 20:00, 22:00 a 03:00",1
207,6,18:00 a 00:00,1
207,0,20:00 a 02:00,1
207,1,20:00 a 02:00,1
208,2,17:00 a 01:00,1
208,3,17:00 a 03:30,1
208,4,17:00 a 03:30,1
208,5,13:00 a 03:30,1
208,6,13:00 a 03:30,1
208,0,Fechado,0
208,1,Fechado,0
209,2,Fechado,0
209,3,Fechado,0
209,4,22:00 a 05:00,1
209,5,22:00 a 05:00,1
209,6,22:00 a 05:00,1
209,0,22:00 a 05:00,1
209,1,Fechado,0
210,2,Fechado,0
210,3,22:00 a 05:00,1
210,4,22:00 a 05:00,1
210,5,22:00 a 05:00,1
210,6,22:00 a 05:00,1
210,0,Fechado,0
210,1,Fechado,0
211,2,12:00 a 23:00,1
211,3,12:00 a 23:00,1
211,4,12:00 a 02:00,1
211,5,12:00 a 02:00,1
211,6,12:00 a 20:00,1
211,0,Fechado,0
211,1,12:00 a 23:00,1
212,2,19:00 a 00:00,1
212,3,19:00 a 00:00,1
212,4,19:00 a 04:00,1
212,5,19:00 a 04:00,1
212,6,Fechado,0
212,0,Fechado,0
212,1,Fechado,0
213,2,Fechado,0
213,3,Fechado,0
213,4,22:00 a 04:00,1
213,5,22:00 a 04:00,1
213,6,Fechado,0
213,0,Fechado,0
213,1,Fechado,0
214,2,Fechado,0
214,3,23:30 a 06:00,1
214,4,23:30 a 06:00,1
214,5,23:30 a 06:00,1
214,6,23:30 a 06:00,1
214,0,Fechado,0
214,1,Fechado,0
215,2,19:00 a 06:00,1
215,3,19:00 a 06:00,1
215,4,19:00 a 06:00,1
215,5,19:00 a 06:00,1
215,6,Fechado,0
215,0,19:00 a 06:00,1
215,1,19:00 a 06:00,1
216,2,20:00 a 04:00,1
216,3,20:00 a 04:00,1
216,4,20:00 a 04:00,1
216,5,20:00 a 04:00,1
216,6,Fechado,0
216,0,20:00 a 04:00,1
216,1,20:00 a 04:00,1
217,2,21:00 a 05:00,1
217,3,21:00 a 05:00,1
217,4,21:00 a 05:00,1
217,5,21:00 a 05:00,1
217,6,19:00 a 02:00,1
217,0,Fechado,0
217,1,21:00 a 05:00,1
218,2,10:00 a 02:00,1
218,3,10:00 a 02:00,1
218,4,09:00 a 02:30,1
218,5,09:00 a 02:30,1
218,6,10:00 a 02:00,1
218,0,Fechado,0
218,1,10:00 a 02:00,1
219,2,Fechado,0
219,3,18:00 a 01:00,1
219,4,17:30 a 04:00,1
219,5,12:00 a 04:00,1
219,6,Fechado,0
219,0,Fechado,0
219,1,Fechado,0
220,2,Fechado,0
220,3,Fechado,0
220,4,22:00 a 05:00,1
220,5,Fechado,0
220,6,Fechado,0
220,0,Fechado,0
220,1,Fechado,0
221,2,Fechado,0
221,3,21:00 a 05:00,1
221,4,23:00 a 05:00,1
221,5,23:00 a 05:00,1
221,6,22:00 a 05:00,1
221,0,Fechado,0
221,1,Fechado,0
222,2,08:00 a 04:00,1
222,3,08:00 a 04:00,1
222,4,08:00 a 04:00,1
222,5,08:00 a 04:00,1
222,6,08:00 a 04:00,1
222,0,08:00 a 04:00,1
222,1,08:00 a 04:00,1
224,2,Fechado,0
224,3,Fechado,0
224,4,Fechado,0
224,5,22:30 a 05:00,1
224,6,Fechado,0
224,0,Fechado,0
224,1,Fechado,0
225,2,00:00 a 05:00,1
225,3,23:00 a 05:00,1
225,4,23:00 a 05:00,1
225,5,23:00 a 05:00,1
225,6,Fechado,0
225,0,23:00 a 05:00,1
225,1,Fechado,0
226,2,Fechado,0
226,3,20:00 a 03:00,1
226,4,22:00 a 05:00,1
226,5,22:00 a 06:00,1
226,6,Fechado,0
226,0,22:00 a 05:00,1
226,1,Fechado,0
227,2,11:00 a 06:00,1
227,3,11:00 a 06:00,1
227,4,11:00 a 06:00,1
227,5,11:00 a 06:00,1
227,6,11:00 a 06:00,1
227,0,11:00 a 06:00,1
227,1,11:00 a 06:00,1
228,2,12:00 a 04:00,1
228,3,12:00 a 04:00,1
228,4,12:00 a 04:00,1
228,5,18:00 a 04:00,1
228,6,Fechado,0
228,0,12:00 a 04:00,1
228,1,12:00 a 04:00,1
229,2,Fechado,0
229,3,Fechado,0
229,4,22:00 a 05:00,1
229,5,22:00 a 05:00,1
229,6,22:00 a 05:00,1
229,0,Fechado,0
229,1,Fechado,0
230,2,Fechado,0
230,3,Atendimento 24 horas,1
230,4,Atendimento 24 horas,1
230,5,Atendimento 24 horas,1
230,6,Atendimento 24 horas,1
230,0,Fechado,0
230,1,Fechado,0
231,2,17:00 a 05:00,1
231,3,15:00 a 05:00,1
231,4,17:00 a 05:00,1
231,5,13:00 a 05:00,1
231,6,14:00 a 03:00,1
231,0,Fechado,0
231,1,Fechado,0
232,2,Fechado,0
232,3,Fechado,0
232,4,Fechado,0
232,5,22:00 a 05:30,1
232,6,Fechado,0
232,0,Fechado,0
232,1,Fechado,0
233,2,Fechado,0
233,3,Fechado,0
233,4,22:00 a 05:00,1
233,5,22:00 a 05:00,1
233,6,Fechado,0
233,0,Fechado,0
233,1,Fechado,0
234,2,Fechado,0
234,3,21:00 a 05:00,1
234,4,21:00 a 06:00,1
234,5,20:00 a 06:00,1
234,6,19:00 a 04:30,1
234,0,Fechado,0
234,1,Fechado,0
235,2,Fechado,0
235,3,Fechado,0
235,4,22:00 a 05:00,1
235,5,22:00 a 05:00,1
235,6,Fechado,0
235,0,Fechado,0
235,1,Fechado,0
237,2,Fechado,0
237,3,17:00 a 05:00,1
237,4,17:00 a 05:00,1
237,5,17:00 a 05:00,1
237,6,17:00 a 05:00,1
237,0,Fechado,0
237,1,Fechado,0
238,2,Fechado,0
238,3,Fechado,0
238,4,18:00 a 01:00,1
238,5,17:00 a 01:00,1
238,6,Fechado,0
238,0,Fechado,0
238,1,Fechado,0
239,2,21:00 a 04:20,1
239,3,21:00 a 04:20,1
239,4,21:00 a 04:20,1
239,5,21:00 a 04:20,1
239,6,21:00 a 04:20,1
239,0,21:00 a 04:20,1
239,1,21:00 a 04:20,1
240,2,19:00 a 04:00,1
240,3,20:00 a 04:00,1
240,4,20:00 a 04:00,1
240,5,13:00 a 00:00,1
240,6,13:00 a 00:00,1
240,0,Fechado,0
240,1,Fechado,0
242,2,08:00 a 19:00,1
242,3,08:00 a 19:00,1
242,4,08:00 a 19:00,1
242,5,08:00 a 19:00,1
242,6,Fechado,0
242,0,Fechado,0
242,1,08:00 a 19:00,1
243,2,Fechado,0
243,3,Fechado,0
243,4,22:00 a 05:00,1
243,5,22:00 a 05:00,1
243,6,Fechado,0
243,0,Fechado,0
243,1,Fechado,0
244,2,11:00 a 05:00,1
244,3,11:00 a 05:00,1
244,4,11:00 a 05:00,1
244,5,11:00 a 05:00,1
244,6,Fechado,0
244,0,11:00 a 05:00,1
244,1,11:00 a 05:00,1
245,2,Fechado,0
245,3,22:00 a 04:00,1
245,4,22:00 a 05:00,1
245,5,22:00 a 05:00,1
245,6,Fechado,0
245,0,Fechado,0
245,1,Fechado,0
246,2,10:00 a 19:00,1
246,3,10:00 a 19:00,1
246,4,10:00 a 19:00,1
246,5,12:00 a 05:00,1
246,6,Fechado,0
246,0,Fechado,0
246,1,10:00 a 19:00,1
247,2,Fechado,0
247,3,Fechado,0
247,4,22:00 a 04:30,1
247,5,22:00 a 04:30,1
247,6,16:00 a 23:00,1
247,0,Fechado,0
247,1,Fechado,0
248,2,23:00 a 05:00,1
248,3,23:00 a 05:00,1
248,4,23:00 a 05:00,1
248,5,23:00 a 05:00,1
248,6,Fechado,0
248,0,Fechado,0
248,1,Fechado,0
249,2,09:30 a 20:00,1
249,3,09:30 a 20:00,1
249,4,09:30 a 20:00,1
249,5,09:30 a 18:30,1
249,6,Fechado,0
249,0,Fechado,0
249,1,09:30 a 20:00,1
250,2,Fechado,0
250,3,22:00 a 04:00,1
250,4,22:00 a 04:00,1
250,5,22:00 a 04:00,1
250,6,21:30 a 03:00,1
250,0,21:00 a 04:00,1
250,1,Fechado,0
251,2,Fechado,0
251,3,18:00 a 03:00,1
251,4,18:00 a 05:30,1
251,5,18:00 a 05:30,1
251,6,18:00 a 05:00,1
251,0,Fechado,0
251,1,Fechado,0
252,2,15:00 a 04:00,1
252,3,15:00 a 04:00,1
252,4,15:00 a 04:00,1
252,5,15:00 a 04:00,1
252,6,Fechado,0
252,0,15:00 a 04:00,1
252,1,15:00 a 04:00,1
253,2,14:00 a 23:00,1
253,3,Fechado,0
253,4,15:00 a 02:00,1
253,5,19:00 a 04:00,1
253,6,15:00 a 23:30,1
253,0,14:00 a 23:00,1
253,1,Fechado,0
254,2,11:30 a 23:30,1
254,3,11:30 a 23:30,1
254,4,11:30 a 02:00,1
254,5,11:30 a 02:00,1
254,6,11:30 a 02:00,1
254,0,11:30 a 15:30,1
254,1,11:30 a 15:30,1
256,2,Atendimento 24 horas,1
256,3,Atendimento 24 horas,1
256,4,Atendimento 24 horas,1
256,5,Atendimento 24 horas,1
256,6,Atendimento 24 horas,1
256,0,Atendimento 24 horas,1
256,1,Atendimento 24 horas,1
257,2,20:30 a 01:30,1
257,3,20:30 a 01:30,1
257,4,20:30 a 01:30,1
257,5,21:00 a 01:30,1
257,6,Fechado,0
257,0,Fechado,0
257,1,20:30 a 01:30,1
258,2,Atendimento 24 horas,1
258,3,Atendimento 24 horas,1
258,4,Atendimento 24 horas,1
258,5,Atendimento 24 horas,1
258,6,12:00 a 00:00,1
258,0,Atendimento 24 horas,1
258,1,Atendimento 24 horas,1
259,2,18:00 a 00:00,1
259,3,18:00 a 02:00,1
259,4,18:00 a 02:00,1
259,5,18:00 a 02:00,1
259,6,18:00 a 00:30,1
259,0,Fechado,0
259,1,Fechado,0
261,2,Fechado,0
261,3,17:00 a 04:00,1
261,4,17:00 a 05:00,1
261,5,12:00 a 05:00,1
261,6,12:00 a 02:00,1
261,0,Fechado,0
261,1,18:00 a 04:00,1
262,2,Fechado,0
262,3,19:30 a 23:30,1
262,4,22:00 a 05:00,1
262,5,22:00 a 05:00,1
262,6,Fechado,0
262,0,Fechado,0
262,1,19:30 a 23:30,1
263,2,19:00 a 05:00,1
263,3,19:00 a 05:00,1
263,4,19:00 a 05:00,1
263,5,19:00 a 05:00,1
263,6,19:00 a 05:00,1
263,0,Fechado,0
263,1,Fechado,0
264,2,Fechado,0
264,3,Fechado,0
264,4,22:00 a 05:00,1
264,5,22:00 a 05:00,1
264,6,Fechado,0
264,0,Fechado,0
264,1,Fechado,0
265,2,Fechado,0
265,3,Fechado,0
265,4,"00:00 a 05:00, 23:00 a 05:00",1
265,5,23:00 a 05:00,1
265,6,23:00 a 00:00,1
265,0,Fechado,0
265,1,Fechado,0
267,2,18:00 a 06:00,1
267,3,18:00 a 06:00,1
267,4,18:00 a 06:00,1
267,5,18:00 a 06:00,1
267,6,18:00 a 06:00,1
267,0,18:00 a 06:00,1
267,1,18:00 a 06:00,1
268,2,14:00 a 04:00,1
268,3,14:00 a 04:00,1
268,4,14:00 a 04:00,1
268,5,14:00 a 04:00,1
268,6,Fechado,0
268,0,14:00 a 04:00,1
268,1,14:00 a 04:00,1
271,2,Fechado,0
271,3,Fechado,0
271,4,19:00 a 02:00,1
271,5,19:00 a 03:00,1
271,6,15:00 a 22:00,1
271,0,Fechado,0
271,1,Fechado,0
272,2,19:30 a 23:30,1
272,3,20:00 a 01:30,1
272,4,21:00 a 04:00,1
272,5,21:00 a 04:00,1
272,6,Fechado,0
272,0,Fechado,0
272,1,Fechado,0
273,2,Fechado,0
273,3,Fechado,0
273,4,21:00 a 03:00,1
273,5,14:00 a 03:00,1
273,6,16:00 a 23:00,1
273,0,Fechado,0
273,1,20:00 a 02:00,1
274,2,Fechado,0
274,3,Fechado,0
274,4,22:30 a 05:45,1
274,5,22:30 a 05:45,1
274,6,Fechado,0
274,0,Fechado,0
274,1,Fechado,0
275,2,12:00 a 21:00,1
275,3,12:00 a 21:00,1
275,4,12:00 a 21:00,1
275,5,12:00 a 21:00,1
275,6,Fechado,0
275,0,12:00 a 21:00,1
275,1,12:00 a 21:00,1
276,2,Fechado,0
276,3,Fechado,0
276,4,23:00 a 06:00,1
276,5,23:00 a 06:00,1
276,6,Fechado,0
276,0,Fechado,0
276,1,Fechado,0
278,2,Atendimento 24 horas,1
278,3,Atendimento 24 horas,1
278,4,Atendimento 24 horas,1
278,5,Atendimento 24 horas,1
278,6,Atendimento 24 horas,1
278,0,Atendimento 24 horas,1
278,1,Atendimento 24 horas,1
279,2,Fechado,0
279,3,20:00 a 00:00,1
279,4,Fechado,0
279,5,12:00 a 16:30,1
279,6,Fechado,0
279,0,Fechado,0
279,1,Fechado,0
280,2,Fechado,0
280,3,Fechado,0
280,4,Fechado,0
280,5,Fechado,0
280,6,Fechado,0
280,0,Fechado,0
280,1,23:00 a 05:00,1
281,2,13:00 a 05:00,1
281,3,13:00 a 05:00,1
281,4,13:00 a 05:00,1
281,5,13:00 a 05:00,1
281,6,13:00 a 05:00,1
281,0,13:00 a 05:00,1
281,1,13:00 a 05:00,1
282,2,20:00 a 05:00,1
282,3,19:00 a 04:00,1
282,4,18:00 a 05:00,1
282,5,12:00 a 05:00,1
282,6,12:00 a 05:00,1
282,0,Fechado,0
282,1,Fechado,0
283,2,21:00 a 05:00,1
283,3,21:00 a 05:00,1
283,4,18:00 a 06:00,1
283,5,18:00 a 06:00,1
283,6,17:00 a 05:00,1
283,0,Fechado,0
283,1,20:00 a 05:00,1
284,2,Fechado,0
284,3,Fechado,0
284,4,22:00 a 05:00,1
284,5,22:00 a 05:00,1
284,6,18:00 a 00:00,1
284,0,22:00 a 04:30,1
284,1,Fechado,0
285,2,08:00 a 19:00,1
285,3,08:00 a 19:00,1
285,4,08:00 a 18:00,1
285,5,08:00 a 17:00,1
285,6,Fechado,0
285,0,08:00 a 19:00,1
285,1,08:00 a 19:00,1
288,2,Atendimento 24 horas,1
288,3,Atendimento 24 horas,1
288,4,Atendimento 24 horas,1
288,5,Atendimento 24 horas,1
288,6,Atendimento 24 horas,1
288,0,Atendimento 24 horas,1
288,1,Atendimento 24 horas,1
289,2,Fechado,0
289,3,Fechado,0
289,4,Fechado,0
289,5,19:00 a 23:00,1
289,6,Fechado,0
289,0,Fechado,0
289,1,Fechado,0
290,2,Fechado,0
290,3,Fechado,0
290,4,Fechado,0
290,5,22:00 a 06:30,1
290,6,Fechado,0
290,0,Fechado,0
290,1,Fechado,0
291,2,Fechado,0
291,3,20:00 a 05:00,1
291,4,22:00 a 05:00,1
291,5,22:00 a 05:00,1
291,6,Fechado,0
291,0,Fechado,0
291,1,22:00 a 05:00,1
292,2,21:30 a 05:30,1
292,3,21:30 a 05:30,1
292,4,21:30 a 05:30,1
292,5,21:30 a 05:30,1
292,6,21:30 a 05:30,1
292,0,Fechado,0
292,1,Fechado,0
293,2,Fechado,0
293,3,19:00 a 02:00,1
293,4,18:00 a 03:30,1
293,5,18:00 a 03:30,1
293,6,Fechado,0
293,0,Fechado,0
293,1,Fechado,0
294,2,Atendimento 24 horas,1
294,3,18:00 a 00:00,1
294,4,18:00 a 00:00,1
294,5,18:00 a 00:00,1
294,6,18:00 a 00:00,1
294,0,Fechado,0
294,1,Fechado,0
295,2,18:00 a 06:00,1
295,3,18:00 a 06:00,1
295,4,18:00 a 06:00,1
295,5,18:00 a 06:00,1
295,6,18:00 a 06:00,1
295,0,Fechado,0
295,1,18:00 a 06:00,1
296,2,Atendimento 24 horas,1
296,3,Atendimento 24 horas,1
296,4,Atendimento 24 horas,1
296,5,Atendimento 24 horas,1
296,6,Atendimento 24 horas,1
296,0,Atendimento 24 horas,1
296,1,Atendimento 24 horas,1
